period,movie_id,title,release_year,nb_cast_total,nb_cast_in_graph,nb_communities_in_movie,dominant_community,dominant_community_count,dominant_community_share,is_coherent_with_community,communities_distribution
2000_2009,20766,The Road,2009.0,15,15,5,11,11,0.733,True,"{11: 11, 3: 1, 7: 1, 8: 1, 37: 1}"
2000_2009,19803,Underclassman,2005.0,7,7,5,13,2,0.286,False,"{13: 2, 36: 1, 23: 2, 40: 1, 8: 1}"
2000_2009,20309,Say It Isn't So,2001.0,17,17,12,43,4,0.235,False,"{3: 1, 43: 4, 20: 1, 12: 1, 36: 1, 10: 1, 5: 1, 16: 1, 33: 2, 42: 1, 41: 2, 23: 1}"
2000_2009,9912,The World's Fastest Indian,2005.0,22,22,4,34,19,0.864,True,"{2: 1, 34: 19, 20: 1, 32: 1}"
2000_2009,27360,King's Ransom,2005.0,7,7,5,43,3,0.429,False,"{21: 1, 43: 3, 41: 1, 13: 1, 23: 1}"
2000_2009,8338,Blindness,2008.0,17,17,7,39,8,0.471,False,"{20: 2, 36: 2, 39: 8, 23: 1, 5: 1, 28: 2, 11: 1}"
2000_2009,168705,BloodRayne,2005.0,11,11,9,20,2,0.182,False,"{40: 1, 20: 2, 34: 1, 18: 1, 38: 1, 23: 2, 39: 1, 41: 1, 43: 1}"
2000_2009,9729,Where the Truth Lies,2005.0,16,16,9,28,6,0.375,False,"{5: 1, 20: 2, 13: 1, 23: 2, 28: 6, 40: 1, 39: 1, 3: 1, 36: 1}"
2000_2009,12404,Me and Orson Welles,2009.0,14,14,5,20,10,0.714,True,"{14: 1, 20: 10, 42: 1, 4: 1, 10: 1}"
2000_2009,11699,The Bad Lieutenant: Port of Call - New Orleans,2009.0,58,58,5,16,54,0.931,True,"{16: 54, 7: 1, 43: 1, 38: 1, 12: 1}"
2000_2009,25353,The True Story of Puss 'n Boots,2009.0,5,5,1,9,5,1.0,True,{9: 5}
2000_2009,1246,Rocky Balboa,2006.0,16,16,3,16,14,0.875,True,"{40: 1, 16: 14, 46: 1}"
2000_2009,2069,The Whole Nine Yards,2000.0,10,10,4,46,5,0.5,False,"{46: 5, 38: 1, 41: 1, 23: 3}"
2000_2009,11635,Old School,2003.0,14,14,8,43,7,0.5,False,"{41: 1, 43: 7, 26: 1, 23: 1, 40: 1, 20: 1, 8: 1, 33: 1}"
2000_2009,2621,Return to Me,2000.0,15,15,6,40,10,0.667,True,"{43: 1, 28: 1, 40: 10, 3: 1, 41: 1, 26: 1}"
2000_2009,10358,Zack and Miri Make a Porno,2008.0,14,14,5,36,7,0.5,False,"{41: 4, 7: 1, 36: 7, 33: 1, 28: 1}"
2000_2009,10480,Nurse Betty,2000.0,21,21,11,23,10,0.476,False,"{28: 1, 10: 2, 8: 1, 13: 1, 23: 10, 21: 1, 14: 1, 36: 1, 6: 1, 42: 1, 41: 1}"
2000_2009,10313,The Men Who Stare at Goats,2009.0,35,35,12,42,22,0.629,True,"{36: 1, 6: 1, 1: 2, 12: 1, 13: 1, 34: 1, 42: 22, 41: 1, 38: 2, 33: 1, 7: 1, 21: 1}"
2000_2009,18828,Double Take,2001.0,7,7,6,41,2,0.286,False,"{20: 1, 43: 1, 41: 2, 16: 1, 13: 1, 11: 1}"
2000_2009,13476,Win a Date with Tad Hamilton!,2004.0,11,11,7,13,2,0.182,False,"{38: 1, 13: 2, 7: 2, 33: 1, 41: 2, 43: 2, 23: 1}"
2000_2009,20697,Ready to Rumble,2000.0,47,47,7,40,41,0.872,True,"{40: 41, 36: 1, 23: 1, 33: 1, 16: 1, 7: 1, 8: 1}"
2000_2009,6478,Beyond the Sea,2004.0,8,8,7,41,2,0.25,False,"{12: 1, 13: 1, 40: 1, 29: 1, 20: 1, 41: 2, 36: 1}"
2000_2009,45881,The Bridge of San Luis Rey,2004.0,15,15,8,39,7,0.467,False,"{20: 1, 23: 1, 36: 1, 3: 1, 25: 1, 39: 7, 42: 1, 9: 2}"
2000_2009,4935,Howl's Moving Castle,2004.0,10,10,1,44,10,1.0,True,{44: 10}
2000_2009,19908,Zombieland,2009.0,16,16,5,41,12,0.75,True,"{36: 1, 23: 1, 41: 12, 5: 1, 15: 1}"
2000_2009,9532,Final Destination,2000.0,13,13,8,13,3,0.231,False,"{41: 2, 36: 1, 13: 3, 38: 1, 33: 2, 23: 2, 11: 1, 21: 1}"
2000_2009,2787,Pitch Black,2000.0,15,15,5,23,11,0.733,True,"{14: 1, 32: 1, 31: 1, 23: 11, 12: 1}"
2000_2009,12658,Someone Like You...,2001.0,10,10,8,16,3,0.3,False,"{12: 1, 13: 1, 6: 1, 0: 1, 36: 1, 16: 3, 46: 1, 23: 1}"
2000_2009,10866,Joy Ride,2001.0,28,28,7,31,22,0.786,True,"{41: 1, 31: 22, 10: 1, 8: 1, 12: 1, 5: 1, 33: 1}"
2000_2009,19150,The Crew,2000.0,13,13,8,8,4,0.308,False,"{5: 2, 8: 4, 32: 1, 6: 1, 40: 2, 38: 1, 10: 1, 28: 1}"
2000_2009,13579,The Longshots,2008.0,19,19,7,32,12,0.632,True,"{33: 1, 32: 12, 11: 2, 12: 1, 21: 1, 36: 1, 1: 1}"
2000_2009,6973,In the Valley of Elah,2007.0,42,42,8,42,34,0.81,True,"{42: 34, 3: 1, 7: 1, 21: 1, 1: 1, 5: 1, 31: 1, 12: 2}"
2000_2009,11156,Coco Before Chanel,2009.0,18,18,1,9,18,1.0,True,{9: 18}
2000_2009,22215,Cheri,2009.0,16,16,6,2,11,0.688,True,"{14: 1, 36: 1, 20: 1, 2: 11, 15: 1, 41: 1}"
2000_2009,11632,Vanity Fair,2004.0,13,13,5,20,9,0.692,True,"{13: 1, 20: 9, 7: 1, 6: 1, 29: 1}"
2000_2009,30596,Bodyguards and Assassins,2009.0,18,18,1,44,18,1.0,True,{44: 18}
2000_2009,3021,1408,2007.0,40,40,10,10,29,0.725,True,"{23: 1, 6: 1, 8: 1, 26: 1, 40: 1, 10: 29, 44: 2, 43: 1, 7: 2, 19: 1}"
2000_2009,14635,The Rookie,2002.0,9,9,7,38,2,0.222,False,"{43: 1, 14: 1, 38: 2, 33: 2, 24: 1, 18: 1, 42: 1}"
2000_2009,13680,The Game Plan,2007.0,15,15,7,43,5,0.333,False,"{43: 5, 13: 2, 16: 2, 36: 2, 41: 2, 30: 1, 23: 1}"
2000_2009,11090,The Animal,2001.0,14,14,8,8,5,0.357,False,"{8: 5, 23: 1, 40: 1, 38: 2, 7: 1, 3: 1, 43: 2, 41: 1}"
2000_2009,10950,I Am Sam,2001.0,38,38,8,36,29,0.763,True,"{36: 29, 14: 1, 0: 1, 5: 1, 11: 2, 30: 1, 46: 1, 20: 2}"
2000_2009,277,Underworld,2003.0,32,32,7,20,26,0.812,True,"{38: 1, 20: 26, 10: 1, 8: 1, 14: 1, 43: 1, 40: 1}"
2000_2009,8999,Derailed,2005.0,19,19,11,20,7,0.368,False,"{20: 7, 36: 2, 5: 1, 16: 1, 21: 1, 10: 2, 32: 1, 46: 1, 44: 1, 40: 1, 0: 1}"
2000_2009,11323,The Informant!,2009.0,24,24,10,36,14,0.583,False,"{36: 14, 7: 1, 42: 1, 28: 1, 43: 2, 0: 1, 10: 1, 41: 1, 40: 1, 23: 1}"
2000_2009,11453,Deuce Bigalow: European Gigolo,2005.0,10,10,6,36,5,0.5,False,"{8: 1, 43: 1, 36: 5, 25: 1, 28: 1, 33: 1}"
2000_2009,10878,Saving Silverman,2001.0,13,13,5,23,7,0.538,False,"{33: 2, 41: 2, 15: 1, 23: 7, 16: 1}"
2000_2009,2294,Jay and Silent Bob Strike Back,2001.0,29,29,11,36,15,0.517,False,"{33: 4, 36: 15, 38: 1, 43: 1, 3: 1, 40: 1, 35: 1, 41: 1, 8: 2, 9: 1, 13: 1}"
2000_2009,2176,The Glass House,2001.0,19,19,8,42,9,0.474,False,"{10: 1, 5: 1, 20: 2, 42: 9, 43: 1, 31: 2, 33: 2, 4: 1}"
2000_2009,19366,Josie and the Pussycats,2001.0,11,11,7,33,4,0.364,False,"{36: 1, 2: 1, 33: 4, 12: 1, 40: 1, 41: 2, 13: 1}"
2000_2009,24100,The Little Vampire,2000.0,9,9,2,20,8,0.889,True,"{20: 8, 23: 1}"
2000_2009,1599,I Heart Huckabees,2004.0,17,17,9,46,5,0.294,False,"{41: 4, 10: 2, 46: 5, 7: 1, 5: 1, 38: 1, 16: 1, 36: 1, 24: 1}"
2000_2009,30379,Megiddo: The Omega Code 2,2001.0,11,11,7,16,4,0.364,False,"{33: 2, 16: 4, 41: 1, 44: 1, 20: 1, 40: 1, 37: 1}"
2000_2009,7548,The Libertine,2004.0,17,17,6,20,11,0.647,True,"{20: 11, 2: 2, 46: 1, 32: 1, 45: 1, 10: 1}"
2000_2009,9075,Black Book,2006.0,18,18,3,25,15,0.833,True,"{20: 2, 25: 15, 10: 1}"
2000_2009,11661,Joyeux Noël,2005.0,15,15,4,25,11,0.733,True,"{25: 11, 20: 2, 9: 1, 2: 1}"
2000_2009,12085,Mad Money,2008.0,9,9,6,41,4,0.444,False,"{41: 4, 14: 1, 10: 1, 23: 1, 21: 1, 43: 1}"
2000_2009,21494,Moliere,2007.0,11,11,3,9,9,0.818,True,"{9: 9, 6: 1, 2: 1}"
2000_2009,4566,Michael Clayton,2007.0,18,18,6,36,11,0.611,True,"{36: 11, 10: 1, 42: 2, 46: 2, 21: 1, 23: 1}"
2000_2009,2196,Death at a Funeral,2007.0,14,14,8,36,5,0.357,False,"{33: 1, 20: 3, 36: 5, 38: 1, 41: 1, 10: 1, 28: 1, 21: 1}"
2000_2009,20857,Hardball,2001.0,21,21,6,5,16,0.762,True,"{6: 1, 5: 16, 21: 1, 38: 1, 4: 1, 19: 1}"
2000_2009,1646,Freedom Writers,2007.0,28,28,6,36,23,0.821,True,"{23: 1, 24: 1, 20: 1, 36: 23, 14: 1, 41: 1}"
2000_2009,4108,The Transporter,2002.0,13,13,6,9,8,0.615,True,"{31: 1, 9: 8, 33: 1, 21: 1, 37: 1, 24: 1}"
2000_2009,8456,Never Back Down,2008.0,10,10,7,6,3,0.3,False,"{38: 1, 41: 2, 23: 1, 10: 1, 33: 1, 8: 1, 6: 3}"
2000_2009,19255,Away We Go,2009.0,17,17,5,36,10,0.588,False,"{41: 4, 36: 10, 14: 1, 10: 1, 24: 1}"
2000_2009,10187,Swing Vote,2008.0,28,28,9,42,17,0.607,True,"{42: 17, 41: 1, 3: 1, 43: 2, 33: 1, 23: 2, 40: 1, 28: 2, 46: 1}"
2000_2009,31005,Moonlight Mile,2002.0,16,16,9,40,7,0.438,False,"{11: 1, 10: 1, 42: 1, 40: 7, 26: 1, 1: 1, 36: 2, 23: 1, 16: 1}"
2000_2009,9682,Pulse,2006.0,15,15,11,42,3,0.2,False,"{41: 1, 13: 1, 43: 1, 42: 3, 33: 1, 7: 1, 37: 1, 16: 1, 36: 2, 46: 2, 10: 1}"
2000_2009,10678,Bringing Down the House,2003.0,59,59,8,33,51,0.864,True,"{33: 51, 14: 2, 46: 1, 30: 1, 16: 1, 43: 1, 38: 1, 8: 1}"
2000_2009,14405,Beverly Hills Chihuahua,2008.0,12,12,9,40,3,0.25,False,"{7: 1, 33: 2, 36: 1, 42: 1, 6: 1, 40: 3, 0: 1, 23: 1, 38: 1}"
2000_2009,11637,Are We There Yet?,2005.0,13,13,6,23,7,0.538,False,"{33: 1, 41: 2, 15: 1, 23: 7, 43: 1, 32: 1}"
2000_2009,1584,School of Rock,2003.0,75,75,5,15,70,0.933,True,"{15: 70, 41: 1, 10: 1, 3: 2, 7: 1}"
2000_2009,12153,White Chicks,2004.0,15,15,7,32,6,0.4,False,"{19: 2, 38: 2, 16: 2, 32: 6, 23: 1, 43: 1, 41: 1}"
2000_2009,8326,Holes,2003.0,23,23,7,34,16,0.696,True,"{34: 16, 43: 1, 11: 1, 38: 1, 23: 1, 41: 2, 8: 1}"
2000_2009,13497,Drumline,2002.0,15,15,4,13,12,0.8,True,"{13: 12, 1: 1, 20: 1, 5: 1}"
2000_2009,10073,Date Movie,2006.0,22,22,6,43,15,0.682,True,"{33: 2, 43: 15, 41: 1, 1: 2, 38: 1, 13: 1}"
2000_2009,16690,Return to Never Land,2002.0,12,12,3,40,10,0.833,True,"{40: 10, 33: 1, 46: 1}"
2000_2009,14873,The Jungle Book 2,2003.0,9,9,3,40,7,0.778,True,"{40: 7, 38: 1, 11: 1}"
2000_2009,8968,Boogeyman,2005.0,17,17,5,11,13,0.765,True,"{7: 1, 11: 13, 8: 1, 6: 1, 34: 1}"
2000_2009,9963,Premonition,2007.0,20,20,7,41,14,0.7,True,"{30: 1, 41: 14, 43: 1, 26: 1, 5: 1, 38: 1, 16: 1}"
2000_2009,15655,The Tigger Movie,2000.0,8,8,2,40,7,0.875,True,"{40: 7, 38: 1}"
2000_2009,21208,Orphan,2009.0,24,24,7,3,17,0.708,True,"{3: 17, 46: 1, 34: 1, 1: 1, 12: 1, 14: 1, 11: 2}"
2000_2009,9760,Epic Movie,2007.0,18,18,7,43,7,0.389,False,"{41: 6, 43: 7, 30: 1, 33: 1, 21: 1, 18: 1, 38: 1}"
2000_2009,13279,Lakeview Terrace,2008.0,17,17,8,41,10,0.588,False,"{6: 1, 23: 1, 10: 1, 31: 1, 41: 10, 33: 1, 20: 1, 42: 1}"
2000_2009,1975,The Grudge 2,2006.0,21,21,7,23,15,0.714,True,"{33: 1, 23: 15, 10: 1, 43: 1, 4: 1, 8: 1, 14: 1}"
2000_2009,9895,Man of the Year,2006.0,28,28,9,28,20,0.714,True,"{7: 1, 14: 1, 12: 1, 28: 20, 33: 1, 3: 1, 20: 1, 32: 1, 11: 1}"
2000_2009,1164,Babel,2006.0,50,50,5,20,46,0.92,True,"{36: 1, 11: 1, 20: 46, 1: 1, 10: 1}"
2000_2009,14359,Doubt,2008.0,45,45,4,7,41,0.911,True,"{7: 41, 36: 1, 26: 1, 21: 2}"
2000_2009,3989,Team America: World Police,2004.0,6,6,5,40,2,0.333,False,"{43: 1, 3: 1, 40: 2, 37: 1, 38: 1}"
2000_2009,10139,Milk,2008.0,13,13,10,36,2,0.154,False,"{36: 2, 23: 1, 7: 1, 21: 1, 39: 1, 41: 2, 1: 1, 46: 1, 43: 2, 4: 1}"
2000_2009,9645,Ghost Ship,2002.0,11,11,7,36,5,0.455,False,"{20: 1, 23: 1, 13: 1, 38: 1, 14: 1, 1: 1, 36: 5}"
2000_2009,19904,The Stepfather,2009.0,15,15,6,13,10,0.667,True,"{13: 10, 11: 1, 41: 1, 36: 1, 14: 1, 40: 1}"
2000_2009,243,High Fidelity,2000.0,49,49,7,15,42,0.857,True,"{23: 1, 15: 42, 33: 2, 10: 1, 26: 1, 7: 1, 41: 1}"
2000_2009,6933,One Missed Call,2008.0,20,20,6,39,12,0.6,True,"{13: 2, 3: 1, 39: 12, 41: 3, 23: 1, 32: 1}"
2000_2009,8848,The Bank Job,2008.0,27,27,5,20,23,0.852,True,"{31: 1, 37: 1, 20: 23, 38: 1, 29: 1}"
2000_2009,38,Eternal Sunshine of the Spotless Mind,2004.0,19,19,10,16,9,0.474,False,"{16: 9, 12: 1, 7: 1, 36: 2, 11: 1, 10: 1, 41: 1, 46: 1, 21: 1, 15: 1}"
2000_2009,1266,Street Kings,2008.0,48,48,9,43,40,0.833,True,"{6: 1, 16: 1, 33: 1, 43: 40, 20: 1, 21: 1, 31: 1, 38: 1, 7: 1}"
2000_2009,14043,Nancy Drew,2007.0,28,28,8,36,18,0.643,True,"{36: 18, 14: 2, 42: 2, 40: 2, 5: 1, 7: 1, 16: 1, 46: 1}"
2000_2009,19901,Daybreakers,2009.0,16,16,4,6,13,0.812,True,"{46: 1, 6: 13, 7: 1, 38: 1}"
2000_2009,10069,Stay Alive,2006.0,20,20,4,16,17,0.85,True,"{16: 17, 33: 1, 41: 1, 32: 1}"
2000_2009,9954,The Covenant,2006.0,20,20,7,11,14,0.7,True,"{12: 1, 11: 14, 1: 1, 6: 1, 40: 1, 14: 1, 29: 1}"
2000_2009,10115,Stick It,2006.0,21,21,6,23,15,0.714,True,"{1: 1, 23: 15, 36: 2, 42: 1, 16: 1, 33: 1}"
2000_2009,25132,Shorts,2009.0,29,29,5,41,25,0.862,True,"{1: 1, 41: 25, 13: 1, 46: 1, 12: 1}"
2000_2009,12690,Appaloosa,2008.0,14,14,8,16,6,0.429,False,"{11: 1, 16: 6, 28: 1, 20: 2, 44: 1, 42: 1, 38: 1, 39: 1}"
2000_2009,13596,My Best Friend's Girl,2008.0,33,33,10,32,21,0.636,True,"{32: 21, 10: 1, 38: 1, 33: 1, 1: 2, 46: 1, 43: 1, 42: 1, 41: 3, 21: 1}"
2000_2009,13159,Georgia Rule,2007.0,11,11,6,41,4,0.364,False,"{41: 4, 28: 1, 5: 3, 36: 1, 38: 1, 12: 1}"
2000_2009,2355,Reign Over Me,2007.0,31,31,9,37,22,0.71,True,"{8: 1, 36: 1, 6: 1, 11: 1, 37: 22, 41: 2, 25: 1, 7: 1, 30: 1}"
2000_2009,5915,Into the Wild,2007.0,25,25,8,36,14,0.56,False,"{23: 2, 16: 1, 11: 1, 41: 2, 36: 14, 43: 2, 20: 2, 42: 1}"
2000_2009,9842,School for Scoundrels,2006.0,33,33,11,41,19,0.576,False,"{42: 1, 36: 1, 20: 1, 41: 19, 38: 2, 43: 3, 15: 1, 23: 1, 7: 2, 46: 1, 13: 1}"
2000_2009,13682,Pooh's Heffalump Movie,2005.0,8,8,3,40,6,0.75,True,"{40: 6, 38: 1, 20: 1}"
2000_2009,9470,Kung Fu Hustle,2004.0,17,17,3,44,15,0.882,True,"{44: 15, 6: 1, 43: 1}"
2000_2009,18357,The Country Bears,2002.0,32,32,7,38,22,0.688,True,"{38: 22, 14: 3, 41: 3, 23: 1, 21: 1, 4: 1, 33: 1}"
2000_2009,7979,The Kite Runner,2007.0,16,16,4,42,13,0.812,True,"{42: 13, 1: 1, 45: 1, 24: 1}"
2000_2009,470,21 Grams,2003.0,27,27,7,16,17,0.63,True,"{36: 2, 5: 1, 38: 1, 20: 3, 16: 17, 42: 2, 46: 1}"
2000_2009,15644,Paparazzi,2004.0,10,10,7,20,3,0.3,False,"{31: 1, 20: 3, 40: 1, 38: 1, 8: 1, 0: 1, 43: 2}"
2000_2009,9582,A Guy Thing,2003.0,16,16,6,23,10,0.625,True,"{36: 1, 24: 1, 23: 10, 26: 1, 16: 1, 41: 2}"
2000_2009,10642,Loser,2000.0,16,16,9,33,8,0.5,False,"{33: 8, 7: 1, 32: 1, 13: 1, 38: 1, 8: 1, 16: 1, 43: 1, 5: 1}"
2000_2009,22074,Capitalism: A Love Story,2009.0,9,9,3,3,7,0.778,True,"{3: 7, 33: 1, 40: 1}"
2000_2009,13805,Disaster Movie,2008.0,15,15,5,43,11,0.733,True,"{35: 1, 43: 11, 13: 1, 4: 1, 16: 1}"
2000_2009,4597,Armored,2009.0,16,16,10,31,6,0.375,False,"{42: 2, 6: 1, 31: 6, 43: 1, 3: 1, 16: 1, 23: 1, 38: 1, 7: 1, 30: 1}"
2000_2009,10710,Envy,2004.0,42,42,9,40,34,0.81,True,"{43: 1, 15: 1, 45: 1, 14: 1, 33: 1, 40: 34, 12: 1, 46: 1, 38: 1}"
2000_2009,15092,Crank: High Voltage,2009.0,27,27,10,31,16,0.593,False,"{31: 16, 43: 1, 33: 2, 1: 2, 18: 1, 8: 1, 46: 1, 37: 1, 20: 1, 41: 1}"
2000_2009,15005,One Night with the King,2006.0,18,18,4,11,14,0.778,True,"{11: 14, 20: 2, 44: 1, 10: 1}"
2000_2009,8198,The Quiet American,2002.0,42,42,3,33,39,0.929,True,"{10: 2, 40: 1, 33: 39}"
2000_2009,6963,The Weather Man,2005.0,11,11,5,36,6,0.545,False,"{16: 1, 10: 1, 28: 2, 36: 6, 20: 1}"
2000_2009,15070,Undisputed,2002.0,21,21,7,13,15,0.714,True,"{44: 1, 32: 1, 13: 15, 34: 1, 36: 1, 46: 1, 31: 1}"
2000_2009,12797,Ghost Town,2008.0,24,24,7,30,18,0.75,True,"{43: 1, 13: 1, 30: 18, 42: 1, 40: 1, 41: 1, 21: 1}"
2000_2009,17134,12 Rounds,2009.0,61,61,1,16,61,1.0,True,{16: 61}
2000_2009,4953,Be Kind Rewind,2008.0,9,9,7,23,3,0.333,False,"{15: 1, 16: 1, 23: 3, 37: 1, 11: 1, 12: 1, 34: 1}"
2000_2009,10773,Mrs Henderson Presents,2005.0,16,16,4,20,13,0.812,True,"{20: 13, 29: 1, 43: 1, 10: 1}"
2000_2009,11835,Death Sentence,2007.0,14,14,10,40,5,0.357,False,"{5: 1, 38: 1, 20: 1, 41: 1, 40: 5, 8: 1, 23: 1, 16: 1, 43: 1, 6: 1}"
2000_2009,26171,Everybody's Fine,2009.0,16,16,8,46,8,0.5,False,"{3: 1, 7: 1, 38: 2, 36: 1, 42: 1, 46: 8, 12: 1, 37: 1}"
2000_2009,31117,Superbabies: Baby Geniuses 2,2004.0,8,8,4,33,5,0.625,True,"{43: 1, 33: 5, 40: 1, 23: 1}"
2000_2009,9074,The Man,2005.0,23,23,6,3,18,0.783,True,"{6: 1, 33: 1, 44: 1, 3: 18, 46: 1, 28: 1}"
2000_2009,14396,Code Name: The Cleaner,2007.0,13,13,7,23,6,0.462,False,"{43: 1, 18: 1, 23: 6, 20: 2, 30: 1, 41: 1, 16: 1}"
2000_2009,15673,Connie and Carla,2004.0,14,14,9,23,3,0.214,False,"{5: 1, 20: 1, 43: 2, 8: 2, 42: 2, 11: 1, 25: 1, 40: 1, 23: 3}"
2000_2009,24432,Doogal,2006.0,14,14,8,41,4,0.286,False,"{41: 4, 36: 2, 40: 2, 20: 1, 23: 2, 6: 1, 11: 1, 33: 1}"
2000_2009,13948,An American Carol,2008.0,46,46,5,43,40,0.87,True,"{8: 2, 3: 2, 43: 40, 14: 1, 33: 1}"
2000_2009,10929,Willard,2003.0,6,6,4,16,2,0.333,False,"{21: 1, 16: 2, 5: 1, 23: 2}"
2000_2009,14220,Strange Wilderness,2008.0,16,16,5,41,6,0.375,False,"{41: 6, 8: 6, 16: 1, 13: 1, 23: 2}"
2000_2009,3509,A Scanner Darkly,2006.0,16,16,8,16,7,0.438,False,"{6: 1, 1: 2, 23: 1, 41: 2, 16: 7, 10: 1, 38: 1, 12: 1}"
2000_2009,12142,Alone in the Dark,2005.0,29,29,5,23,24,0.828,True,"{43: 2, 33: 1, 23: 24, 11: 1, 3: 1}"
2000_2009,23367,Bandslam,2009.0,52,52,3,4,50,0.962,True,"{4: 50, 7: 1, 43: 1}"
2000_2009,10740,Birth,2004.0,10,10,9,41,2,0.2,False,"{6: 1, 23: 1, 20: 1, 7: 1, 36: 1, 13: 1, 41: 2, 21: 1, 28: 1}"
2000_2009,14582,Passchendaele,2008.0,11,11,2,28,10,0.909,True,"{28: 10, 1: 1}"
2000_2009,14914,Flash of Genius,2008.0,7,7,5,28,2,0.286,False,"{28: 2, 0: 1, 14: 1, 13: 2, 23: 1}"
2000_2009,3902,I'm Not There.,2007.0,18,18,10,23,6,0.333,False,"{11: 1, 10: 2, 20: 2, 16: 2, 23: 6, 36: 1, 41: 1, 44: 1, 28: 1, 1: 1}"
2000_2009,21755,The Brothers Bloom,2008.0,25,25,7,36,16,0.64,True,"{45: 1, 24: 1, 36: 16, 20: 3, 33: 2, 41: 1, 7: 1}"
2000_2009,4960,"Synecdoche, New York",2008.0,17,17,8,16,7,0.412,False,"{36: 3, 2: 1, 10: 1, 16: 7, 41: 1, 20: 1, 28: 2, 7: 1}"
2000_2009,14652,Bon voyage,2003.0,9,9,3,20,7,0.778,True,"{20: 7, 9: 1, 18: 1}"
2000_2009,16608,The Proposition,2005.0,24,24,5,6,18,0.75,True,"{8: 1, 21: 1, 20: 3, 6: 18, 36: 1}"
2000_2009,32316,Marci X,2003.0,5,5,3,16,3,0.6,True,"{4: 1, 16: 3, 20: 1}"
2000_2009,7299,Equilibrium,2002.0,19,19,8,44,10,0.526,False,"{10: 2, 16: 1, 20: 2, 28: 1, 11: 1, 44: 10, 29: 1, 24: 1}"
2000_2009,13405,The Children of Huang Shi,2008.0,4,4,4,7,1,0.25,False,"{7: 1, 32: 1, 20: 1, 44: 1}"
2000_2009,19457,The Yards,2000.0,16,16,7,7,9,0.562,False,"{7: 9, 3: 1, 40: 1, 19: 1, 28: 2, 38: 1, 41: 1}"
2000_2009,8953,Steamboy,2004.0,7,7,1,6,7,1.0,True,{6: 7}
2000_2009,29078,The Game of Their Lives,2005.0,7,7,7,11,1,0.143,False,"{11: 1, 10: 1, 43: 1, 28: 1, 14: 1, 38: 1, 46: 1}"
2000_2009,13688,CJ7,2008.0,10,10,1,44,10,1.0,True,{44: 10}
2000_2009,11458,People I Know,2002.0,16,16,6,30,9,0.562,False,"{36: 2, 41: 2, 30: 9, 7: 1, 37: 1, 43: 1}"
2000_2009,14538,Three Kingdoms: Resurrection of the Dragon,2008.0,6,6,3,36,4,0.667,True,"{36: 4, 40: 1, 44: 1}"
2000_2009,13250,Butterfly on a Wheel,2007.0,15,15,5,23,10,0.667,True,"{20: 2, 41: 1, 11: 1, 23: 10, 40: 1}"
2000_2009,14202,The Painted Veil,2006.0,12,12,6,20,7,0.583,False,"{11: 1, 20: 7, 5: 1, 6: 1, 44: 1, 9: 1}"
2000_2009,6968,The Baader Meinhof Complex,2008.0,42,42,2,25,41,0.976,True,"{25: 41, 24: 1}"
2000_2009,11247,A Cinderella Story,2004.0,67,67,5,33,62,0.925,True,"{33: 62, 43: 2, 14: 1, 46: 1, 7: 1}"
2000_2009,9378,Thir13en Ghosts,2001.0,25,25,3,23,22,0.88,True,"{40: 2, 23: 22, 33: 1}"
2000_2009,26367,I Can Do Bad All By Myself,2009.0,6,6,3,16,4,0.667,True,"{1: 1, 16: 4, 31: 1}"
2000_2009,12090,Just Married,2003.0,10,10,6,38,4,0.4,False,"{23: 1, 38: 4, 16: 1, 41: 2, 33: 1, 36: 1}"
2000_2009,16110,Thomas and the Magic Railroad,2000.0,3,3,2,3,2,0.667,True,"{38: 1, 3: 2}"
2000_2009,129,Spirited Away,2001.0,19,19,1,44,19,1.0,True,{44: 19}
2000_2009,13523,Sex Drive,2008.0,11,11,7,33,4,0.364,False,"{33: 4, 23: 1, 41: 2, 14: 1, 0: 1, 42: 1, 21: 1}"
2000_2009,10065,The Amityville Horror,2005.0,18,18,8,5,10,0.556,False,"{30: 1, 5: 10, 38: 1, 23: 1, 1: 2, 13: 1, 10: 1, 31: 1}"
2000_2009,2757,Adaptation.,2002.0,25,25,14,24,9,0.36,False,"{16: 1, 7: 1, 24: 9, 36: 1, 41: 3, 28: 1, 10: 1, 12: 1, 40: 1, 11: 1, 0: 1, 23: 2, 33: 1, 46: 1}"
2000_2009,11683,Land of the Dead,2005.0,32,32,9,28,21,0.656,True,"{28: 21, 6: 1, 43: 1, 23: 1, 11: 2, 1: 1, 20: 1, 25: 1, 14: 3}"
2000_2009,23082,The Invention of Lying,2009.0,23,23,12,41,8,0.348,False,"{43: 4, 26: 1, 41: 8, 46: 2, 33: 1, 28: 1, 21: 1, 31: 1, 32: 1, 36: 1, 11: 1, 20: 1}"
2000_2009,496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006.0,12,12,1,41,12,1.0,True,{41: 12}
2000_2009,8835,Legally Blonde,2001.0,21,21,14,46,5,0.238,False,"{13: 1, 41: 1, 23: 1, 38: 1, 1: 2, 43: 1, 40: 1, 36: 2, 32: 1, 46: 5, 8: 1, 31: 1, 42: 1, 33: 2}"
2000_2009,8643,The Exorcism of Emily Rose,2005.0,19,19,8,23,12,0.632,True,"{12: 1, 10: 1, 7: 1, 32: 1, 11: 1, 23: 12, 38: 1, 45: 1}"
