period,movie_id,title,release_year,nb_cast_total,nb_cast_in_graph,nb_communities_in_movie,dominant_community,dominant_community_count,dominant_community_share,is_coherent_with_community,communities_distribution
1990_1999,306,Beverly Hills Cop III,1994.0,23,23,8,23,13,0.565,False,"{27: 1, 23: 13, 24: 1, 36: 1, 40: 1, 22: 2, 3: 2, 33: 2}"
1990_1999,928,Gremlins 2: The New Batch,1990.0,27,27,7,24,20,0.741,True,"{24: 20, 39: 1, 16: 1, 33: 2, 13: 1, 38: 1, 41: 1}"
1990_1999,6623,The Peacemaker,1997.0,23,23,7,8,15,0.652,True,"{41: 2, 8: 15, 10: 1, 9: 2, 7: 1, 40: 1, 14: 1}"
1990_1999,9624,On Deadly Ground,1994.0,10,10,5,20,6,0.6,True,"{20: 6, 11: 1, 17: 1, 3: 1, 19: 1}"
1990_1999,10390,For Love of the Game,1999.0,7,7,7,20,1,0.143,False,"{20: 1, 41: 1, 13: 1, 16: 1, 8: 1, 32: 1, 36: 1}"
1990_1999,9879,Striptease,1996.0,18,18,11,39,7,0.389,False,"{38: 1, 13: 1, 39: 7, 41: 1, 14: 1, 3: 1, 24: 1, 20: 2, 0: 1, 17: 1, 33: 1}"
1990_1999,9691,Assassins,1995.0,17,17,5,24,13,0.765,True,"{24: 13, 4: 1, 13: 1, 1: 1, 33: 1}"
1990_1999,12220,The Story of Us,1999.0,17,17,6,40,12,0.706,True,"{15: 1, 1: 1, 16: 1, 40: 12, 24: 1, 22: 1}"
1990_1999,10061,Escape from L.A.,1996.0,17,17,7,3,9,0.529,False,"{3: 9, 24: 3, 41: 1, 38: 1, 1: 1, 2: 1, 26: 1}"
1990_1999,10386,The Iron Giant,1999.0,29,29,8,38,22,0.759,True,"{7: 1, 38: 22, 15: 1, 31: 1, 1: 1, 14: 1, 13: 1, 9: 1}"
1990_1999,10047,The Messenger: The Story of Joan of Arc,1999.0,32,32,3,33,30,0.938,True,"{15: 1, 33: 30, 10: 1}"
1990_1999,9770,Mad City,1997.0,15,15,9,8,7,0.467,False,"{41: 1, 33: 1, 8: 7, 30: 1, 39: 1, 9: 1, 14: 1, 4: 1, 16: 1}"
1990_1999,11212,Baby's Day Out,1994.0,8,8,7,22,2,0.25,False,"{41: 1, 3: 1, 32: 1, 22: 2, 33: 1, 15: 1, 36: 1}"
1990_1999,10533,The Scarlet Letter,1995.0,11,11,8,33,4,0.364,False,"{38: 1, 15: 1, 14: 1, 39: 1, 11: 1, 33: 4, 8: 1, 1: 1}"
1990_1999,11863,Jade,1995.0,21,21,5,3,17,0.81,True,"{3: 17, 14: 1, 9: 1, 1: 1, 22: 1}"
1990_1999,9548,The Adventures of Ford Fairlane,1990.0,55,55,5,34,50,0.909,True,"{34: 50, 5: 1, 40: 2, 17: 1, 12: 1}"
1990_1999,9481,The Bone Collector,1999.0,21,21,6,14,16,0.762,True,"{31: 1, 14: 16, 20: 1, 13: 1, 1: 1, 34: 1}"
1990_1999,6415,Three Kings,1999.0,17,17,8,27,8,0.471,False,"{41: 1, 13: 1, 40: 2, 9: 2, 18: 1, 27: 8, 20: 1, 1: 1}"
1990_1999,1389,Out of Sight,1998.0,16,16,10,41,6,0.375,False,"{41: 6, 7: 1, 13: 2, 3: 1, 27: 1, 40: 1, 1: 1, 8: 1, 26: 1, 19: 1}"
1990_1999,9894,The Cable Guy,1996.0,17,17,10,33,6,0.353,False,"{34: 1, 38: 1, 21: 1, 11: 1, 33: 6, 4: 1, 24: 2, 3: 2, 27: 1, 41: 1}"
1990_1999,8592,Dick Tracy,1990.0,25,25,9,33,16,0.64,True,"{40: 1, 17: 1, 33: 16, 3: 1, 0: 1, 19: 2, 38: 1, 24: 1, 28: 1}"
1990_1999,913,The Thomas Crown Affair,1999.0,13,13,8,4,6,0.462,False,"{6: 1, 4: 6, 24: 1, 3: 1, 28: 1, 27: 1, 33: 1, 1: 1}"
1990_1999,9095,Mary Reilly,1996.0,11,11,7,35,5,0.455,False,"{30: 1, 10: 1, 35: 5, 26: 1, 33: 1, 11: 1, 6: 1}"
1990_1999,8874,My Best Friend's Wedding,1997.0,23,23,4,14,20,0.87,True,"{30: 1, 14: 20, 17: 1, 24: 1}"
1990_1999,199,Star Trek: First Contact,1996.0,14,14,3,24,12,0.857,True,"{24: 12, 1: 1, 3: 1}"
1990_1999,10684,Courage Under Fire,1996.0,20,20,9,4,9,0.45,False,"{31: 1, 17: 1, 24: 3, 10: 1, 4: 9, 36: 1, 14: 1, 2: 1, 40: 2}"
1990_1999,1624,Liar Liar,1997.0,13,13,6,3,7,0.538,False,"{34: 1, 3: 7, 36: 1, 17: 1, 27: 2, 1: 1}"
1990_1999,888,The Flintstones,1994.0,15,15,7,24,9,0.6,True,"{31: 1, 24: 9, 33: 1, 17: 1, 40: 1, 13: 1, 27: 1}"
1990_1999,9944,The Pelican Brief,1993.0,12,12,9,33,3,0.25,False,"{30: 1, 31: 1, 4: 1, 14: 2, 20: 1, 1: 1, 28: 1, 33: 3, 11: 1}"
1990_1999,10731,The Client,1994.0,15,15,9,4,6,0.4,False,"{20: 2, 4: 6, 10: 1, 3: 1, 33: 1, 39: 1, 11: 1, 12: 1, 13: 1}"
1990_1999,9869,Patriot Games,1992.0,26,26,9,6,15,0.577,False,"{18: 1, 6: 15, 25: 1, 7: 1, 19: 2, 11: 2, 33: 2, 36: 1, 20: 1}"
1990_1999,926,Galaxy Quest,1999.0,21,21,8,7,13,0.619,True,"{20: 1, 36: 2, 7: 13, 10: 1, 1: 1, 13: 1, 40: 1, 22: 1}"
1990_1999,36647,Blade,1998.0,48,48,3,2,46,0.958,True,"{2: 46, 3: 1, 1: 1}"
1990_1999,9360,Anaconda,1997.0,10,10,9,7,2,0.2,False,"{7: 2, 40: 1, 1: 1, 41: 1, 3: 1, 0: 1, 34: 1, 18: 1, 38: 1}"
1990_1999,9487,A Bug's Life,1998.0,16,16,10,14,5,0.312,False,"{3: 1, 11: 1, 27: 1, 14: 5, 41: 1, 20: 3, 24: 1, 40: 1, 36: 1, 1: 1}"
1990_1999,2636,The Specialist,1994.0,12,12,5,24,8,0.667,True,"{24: 8, 19: 1, 16: 1, 31: 1, 8: 1}"
1990_1999,10478,Tin Cup,1996.0,12,12,11,41,2,0.167,False,"{20: 1, 1: 1, 41: 2, 7: 1, 4: 1, 26: 1, 17: 1, 6: 1, 40: 1, 12: 1, 24: 1}"
1990_1999,8987,The River Wild,1994.0,10,10,9,11,2,0.2,False,"{8: 1, 3: 1, 20: 1, 36: 1, 13: 1, 22: 1, 1: 1, 11: 2, 24: 1}"
1990_1999,11359,The Indian in the Cupboard,1995.0,10,10,2,33,8,0.8,True,"{33: 8, 26: 2}"
1990_1999,9625,The Glimmer Man,1996.0,12,12,9,20,4,0.333,False,"{20: 4, 9: 1, 32: 1, 8: 1, 39: 1, 26: 1, 3: 1, 1: 1, 24: 1}"
1990_1999,9304,Multiplicity,1996.0,29,29,9,41,21,0.724,True,"{41: 21, 6: 1, 31: 1, 7: 1, 21: 1, 20: 1, 4: 1, 1: 1, 13: 1}"
1990_1999,9826,The Phantom,1996.0,15,15,9,26,5,0.333,False,"{0: 1, 14: 2, 1: 1, 4: 2, 33: 1, 26: 5, 3: 1, 6: 1, 41: 1}"
1990_1999,10858,Nixon,1995.0,34,34,13,14,20,0.588,False,"{4: 1, 14: 20, 3: 1, 11: 2, 31: 2, 19: 1, 37: 1, 39: 1, 16: 1, 32: 1, 36: 1, 17: 1, 2: 1}"
1990_1999,9457,Deep Rising,1998.0,15,15,12,4,2,0.133,False,"{1: 1, 10: 1, 4: 2, 7: 1, 14: 1, 23: 1, 27: 2, 25: 1, 18: 1, 40: 2, 33: 1, 2: 1}"
1990_1999,38153,Shadow Conspiracy,1997.0,15,15,7,3,7,0.467,False,"{24: 3, 20: 1, 3: 7, 40: 1, 9: 1, 2: 1, 16: 1}"
1990_1999,5503,The Fugitive,1993.0,62,62,6,32,56,0.903,True,"{18: 1, 20: 1, 32: 56, 13: 2, 39: 1, 10: 1}"
1990_1999,819,Sleepers,1996.0,21,21,11,33,9,0.429,False,"{19: 1, 9: 1, 20: 1, 33: 9, 8: 2, 30: 1, 27: 1, 1: 1, 23: 1, 39: 1, 3: 2}"
1990_1999,9623,The Juror,1996.0,15,15,9,38,7,0.467,False,"{38: 7, 24: 1, 1: 1, 18: 1, 36: 1, 26: 1, 14: 1, 10: 1, 19: 1}"
1990_1999,37233,The Firm,1993.0,22,22,11,19,12,0.545,False,"{41: 1, 11: 1, 8: 1, 36: 1, 14: 1, 19: 12, 3: 1, 23: 1, 1: 1, 20: 1, 24: 1}"
1990_1999,509,Notting Hill,1999.0,27,27,5,6,23,0.852,True,"{30: 1, 8: 1, 6: 23, 24: 1, 4: 1}"
1990_1999,11066,Boomerang,1992.0,13,13,4,40,9,0.692,True,"{27: 1, 40: 9, 3: 2, 17: 1}"
1990_1999,25189,The Mirror Has Two Faces,1996.0,8,8,5,33,4,0.5,False,"{33: 4, 3: 1, 1: 1, 17: 1, 6: 1}"
1990_1999,9607,Super Mario Bros.,1993.0,10,10,4,14,7,0.7,True,"{11: 1, 14: 7, 12: 1, 9: 1}"
1990_1999,745,The Sixth Sense,1999.0,51,51,4,4,48,0.941,True,"{15: 1, 4: 48, 20: 1, 16: 1}"
1990_1999,10398,Double Jeopardy,1999.0,8,8,3,14,6,0.75,True,"{20: 1, 25: 1, 14: 6}"
1990_1999,1645,A Time to Kill,1996.0,23,23,16,12,3,0.13,False,"{16: 2, 12: 3, 19: 1, 3: 2, 40: 2, 9: 1, 28: 1, 20: 1, 11: 1, 6: 1, 25: 1, 14: 3, 7: 1, 24: 1, 38: 1, 4: 1}"
1990_1999,11287,A League of Their Own,1992.0,27,27,6,33,20,0.741,True,"{20: 1, 6: 1, 33: 20, 21: 2, 3: 1, 1: 2}"
1990_1999,196,Back to the Future Part III,1990.0,54,54,1,37,54,1.0,True,{37: 54}
1990_1999,6114,Dracula,1992.0,29,29,7,36,23,0.793,True,"{15: 1, 36: 23, 4: 1, 32: 1, 11: 1, 10: 1, 22: 1}"
1990_1999,1213,The Talented Mr. Ripley,1999.0,63,63,3,10,60,0.952,True,"{10: 60, 13: 2, 1: 1}"
1990_1999,9361,The Last of the Mohicans,1992.0,15,15,4,23,12,0.8,True,"{1: 1, 23: 12, 3: 1, 6: 1}"
1990_1999,820,JFK,1991.0,81,81,4,20,78,0.963,True,"{20: 78, 15: 1, 19: 1, 39: 1}"
1990_1999,11551,Small Soldiers,1998.0,23,23,13,27,8,0.348,False,"{27: 8, 1: 2, 24: 3, 41: 1, 32: 1, 21: 1, 20: 1, 35: 1, 17: 1, 4: 1, 33: 1, 8: 1, 14: 1}"
1990_1999,10336,Spawn,1997.0,10,10,6,38,5,0.5,False,"{38: 5, 20: 1, 14: 1, 40: 1, 26: 1, 22: 1}"
1990_1999,11975,The Rainmaker,1997.0,26,26,6,1,21,0.808,True,"{10: 1, 39: 1, 1: 21, 26: 1, 9: 1, 20: 1}"
1990_1999,11831,Amistad,1997.0,24,24,12,4,10,0.417,False,"{32: 1, 27: 2, 4: 10, 16: 2, 31: 2, 6: 1, 8: 1, 20: 1, 39: 1, 24: 1, 12: 1, 22: 1}"
1990_1999,9096,Medicine Man,1992.0,10,10,2,36,9,0.9,True,"{36: 9, 19: 1}"
1990_1999,11011,Ri¢hie Ri¢h,1994.0,10,10,4,20,7,0.7,True,"{28: 1, 20: 7, 14: 1, 0: 1}"
1990_1999,8224,8MM,1999.0,16,16,5,8,11,0.688,True,"{14: 1, 8: 11, 36: 1, 4: 1, 3: 2}"
1990_1999,10537,The Doors,1991.0,29,29,9,17,21,0.724,True,"{3: 1, 17: 21, 39: 1, 36: 1, 12: 1, 1: 1, 23: 1, 19: 1, 33: 1}"
1990_1999,10154,Mickey Blue Eyes,1999.0,14,14,8,19,6,0.429,False,"{8: 2, 33: 1, 11: 1, 19: 6, 6: 1, 39: 1, 5: 1, 4: 1}"
1990_1999,8850,The Shadow,1994.0,24,24,10,24,12,0.5,False,"{24: 12, 22: 3, 40: 1, 21: 2, 4: 1, 36: 1, 28: 1, 23: 1, 2: 1, 12: 1}"
1990_1999,8970,The Out-of-Towners,1999.0,11,11,9,37,3,0.273,False,"{27: 1, 30: 1, 21: 1, 11: 1, 37: 3, 9: 1, 33: 1, 10: 1, 1: 1}"
1990_1999,9306,The Island of Dr. Moreau,1996.0,17,17,4,3,14,0.824,True,"{3: 14, 24: 1, 18: 1, 36: 1}"
1990_1999,11858,Renaissance Man,1994.0,12,12,7,3,6,0.5,False,"{39: 1, 13: 1, 3: 6, 33: 1, 1: 1, 27: 1, 36: 1}"
1990_1999,18937,Quest for Camelot,1998.0,13,13,9,36,5,0.385,False,"{36: 5, 15: 1, 31: 1, 6: 1, 1: 1, 11: 1, 38: 1, 20: 1, 13: 1}"
1990_1999,15556,At First Sight,1999.0,12,12,5,12,8,0.667,True,"{3: 1, 12: 8, 38: 1, 19: 1, 26: 1}"
1990_1999,11062,City Hall,1996.0,7,7,7,17,1,0.143,False,"{17: 1, 14: 1, 41: 1, 3: 1, 13: 1, 31: 1, 39: 1}"
1990_1999,10802,Showgirls,1995.0,23,23,8,17,16,0.696,True,"{17: 16, 26: 1, 12: 1, 1: 1, 41: 1, 34: 1, 38: 1, 3: 1}"
1990_1999,6071,Kiss of Death,1995.0,10,10,10,3,1,0.1,False,"{3: 1, 19: 1, 14: 1, 7: 1, 32: 1, 11: 1, 36: 1, 41: 1, 13: 1, 4: 1}"
1990_1999,2687,Memoirs of an Invisible Man,1992.0,12,12,6,26,6,0.5,False,"{31: 1, 38: 1, 24: 2, 8: 1, 26: 6, 1: 1}"
1990_1999,30943,The Deep End of the Ocean,1999.0,15,15,7,1,9,0.6,True,"{1: 9, 40: 1, 33: 1, 27: 1, 22: 1, 8: 1, 14: 1}"
1990_1999,10366,Universal Soldier: The Return,1999.0,12,12,7,8,6,0.5,False,"{8: 6, 38: 1, 9: 1, 24: 1, 4: 1, 3: 1, 13: 1}"
1990_1999,10428,Hackers,1995.0,25,25,10,14,16,0.64,True,"{11: 1, 14: 16, 38: 1, 27: 1, 36: 1, 19: 1, 40: 1, 4: 1, 30: 1, 13: 1}"
1990_1999,11934,The Hudsucker Proxy,1994.0,24,24,11,3,13,0.542,False,"{26: 1, 3: 13, 33: 2, 38: 1, 28: 1, 20: 1, 24: 1, 36: 1, 31: 1, 7: 1, 39: 1}"
1990_1999,9495,The Crow,1994.0,16,16,7,36,9,0.562,False,"{2: 1, 36: 9, 40: 2, 6: 1, 9: 1, 3: 1, 31: 1}"
1990_1999,9099,Sgt. Bilko,1996.0,14,14,9,23,5,0.357,False,"{27: 1, 1: 2, 24: 1, 33: 1, 3: 1, 23: 5, 2: 1, 8: 1, 13: 1}"
1990_1999,193,Star Trek: Generations,1994.0,17,17,6,24,12,0.706,True,"{24: 12, 1: 1, 21: 1, 12: 1, 40: 1, 0: 1}"
1990_1999,10400,The Hurricane,1999.0,79,79,3,31,76,0.962,True,"{31: 76, 27: 1, 19: 2}"
1990_1999,622,The Ninth Gate,1999.0,23,23,2,35,22,0.957,True,"{13: 1, 35: 22}"
1990_1999,11306,Extreme Measures,1996.0,55,55,6,8,49,0.891,True,"{8: 49, 13: 1, 16: 1, 39: 2, 20: 1, 31: 1}"
1990_1999,10534,White Squall,1996.0,15,15,7,27,8,0.533,False,"{3: 2, 35: 1, 41: 1, 27: 8, 8: 1, 33: 1, 4: 1}"
1990_1999,10871,Switchback,1997.0,12,12,8,20,4,0.333,False,"{17: 1, 1: 2, 20: 4, 13: 1, 9: 1, 23: 1, 4: 1, 16: 1}"
1990_1999,334,Magnolia,1999.0,29,29,5,13,24,0.828,True,"{13: 24, 41: 2, 4: 1, 38: 1, 32: 1}"
1990_1999,11001,Blue Streak,1999.0,51,51,3,3,49,0.961,True,"{3: 49, 27: 1, 13: 1}"
1990_1999,2163,Breakdown,1997.0,15,15,6,17,10,0.667,True,"{3: 1, 39: 1, 17: 10, 14: 1, 12: 1, 6: 1}"
1990_1999,31908,Ghosts of Mississippi,1996.0,10,10,8,1,3,0.3,False,"{24: 1, 16: 1, 1: 3, 40: 1, 8: 1, 13: 1, 41: 1, 9: 1}"
1990_1999,10219,Snow Falling on Cedars,1999.0,23,23,6,4,18,0.783,True,"{12: 1, 4: 18, 1: 1, 3: 1, 33: 1, 10: 1}"
1990_1999,782,Gattaca,1997.0,12,12,11,3,2,0.167,False,"{12: 1, 10: 1, 3: 2, 41: 1, 36: 1, 24: 1, 22: 1, 1: 1, 27: 1, 7: 1, 14: 1}"
1990_1999,817,Austin Powers: The Spy Who Shagged Me,1999.0,18,18,8,1,8,0.444,False,"{8: 1, 13: 1, 1: 8, 20: 2, 16: 3, 14: 1, 24: 1, 28: 1}"
1990_1999,943,Lethal Weapon 3,1992.0,11,11,5,1,7,0.636,True,"{6: 1, 1: 7, 19: 1, 4: 1, 20: 1}"
1990_1999,1598,Cape Fear,1991.0,27,27,7,19,21,0.778,True,"{19: 21, 41: 1, 6: 1, 3: 1, 14: 1, 20: 1, 36: 1}"
1990_1999,409,The English Patient,1996.0,40,40,1,35,40,1.0,True,{35: 40}
1990_1999,2118,L.A. Confidential,1997.0,62,62,10,3,52,0.839,True,"{3: 52, 39: 2, 20: 1, 30: 1, 13: 1, 32: 1, 22: 1, 24: 1, 0: 1, 16: 1}"
1990_1999,10806,In & Out,1997.0,19,19,10,27,8,0.421,False,"{14: 2, 20: 2, 27: 8, 28: 1, 19: 1, 4: 1, 1: 1, 16: 1, 33: 1, 40: 1}"
1990_1999,9348,Species,1995.0,53,53,6,12,47,0.887,True,"{12: 47, 13: 2, 20: 1, 39: 1, 3: 1, 38: 1}"
1990_1999,9313,The Man in the Iron Mask,1998.0,31,31,8,35,24,0.774,True,"{0: 1, 35: 24, 1: 1, 10: 1, 20: 1, 11: 1, 33: 1, 15: 1}"
1990_1999,1883,Malcolm X,1992.0,69,69,5,40,64,0.928,True,"{31: 1, 16: 1, 40: 64, 19: 2, 34: 1}"
1990_1999,9366,Donnie Brasco,1997.0,12,12,10,39,2,0.167,False,"{13: 1, 17: 1, 12: 1, 39: 2, 35: 1, 18: 1, 4: 1, 10: 2, 9: 1, 22: 1}"
1990_1999,11667,Street Fighter,1994.0,14,14,6,33,8,0.571,False,"{8: 1, 1: 1, 33: 8, 23: 2, 6: 1, 17: 1}"
1990_1999,169,Predator 2,1990.0,38,38,6,1,33,0.868,True,"{1: 33, 0: 1, 3: 1, 24: 1, 39: 1, 22: 1}"
1990_1999,11622,Blast from the Past,1999.0,14,14,7,13,5,0.357,False,"{13: 5, 27: 2, 41: 1, 20: 1, 1: 2, 40: 2, 21: 1}"
1990_1999,8197,Midnight in the Garden of Good and Evil,1997.0,17,17,6,14,11,0.647,True,"{14: 11, 3: 1, 10: 1, 41: 2, 20: 1, 1: 1}"
1990_1999,10410,Hoffa,1992.0,106,106,3,39,104,0.981,True,"{39: 104, 13: 1, 19: 1}"
1990_1999,18886,Flight of the Intruder,1991.0,5,5,3,1,3,0.6,True,"{1: 3, 35: 1, 41: 1}"
1990_1999,37498,Knock Off,1998.0,6,6,5,14,2,0.333,False,"{8: 1, 17: 1, 19: 1, 14: 2, 41: 1}"
1990_1999,49478,Warriors of Virtue,1997.0,4,4,3,3,2,0.5,False,"{6: 1, 3: 2, 14: 1}"
1990_1999,20763,Radio Flyer,1992.0,19,19,9,1,11,0.579,False,"{14: 1, 19: 1, 1: 11, 28: 1, 22: 1, 20: 1, 7: 1, 24: 1, 41: 1}"
1990_1999,9702,Bound by Honor,1993.0,15,15,10,36,6,0.4,False,"{33: 1, 14: 1, 36: 6, 4: 1, 40: 1, 24: 1, 12: 1, 8: 1, 3: 1, 41: 1}"
1990_1999,9311,Smilla's Sense of Snow,1997.0,19,19,6,11,13,0.684,True,"{23: 1, 1: 2, 36: 1, 11: 13, 41: 1, 22: 1}"
1990_1999,11876,The Horseman on the Roof,1995.0,29,29,2,35,28,0.966,True,"{35: 28, 25: 1}"
1990_1999,22267,Ride with the Devil,1999.0,11,11,8,14,4,0.364,False,"{14: 4, 7: 1, 10: 1, 6: 1, 3: 1, 8: 1, 11: 1, 39: 1}"
1990_1999,10436,The Age of Innocence,1993.0,24,24,6,1,19,0.792,True,"{1: 19, 36: 1, 6: 1, 11: 1, 13: 1, 4: 1}"
1990_1999,2162,Chill Factor,1999.0,9,9,3,7,7,0.778,True,"{7: 7, 24: 1, 31: 1}"
1990_1999,2900,The Astronaut's Wife,1999.0,36,36,9,14,28,0.778,True,"{13: 1, 8: 1, 12: 1, 14: 28, 20: 1, 27: 1, 9: 1, 1: 1, 34: 1}"
1990_1999,881,A Few Good Men,1992.0,16,16,11,39,4,0.25,False,"{41: 1, 39: 4, 38: 2, 20: 1, 19: 1, 11: 1, 27: 2, 16: 1, 24: 1, 28: 1, 7: 1}"
1990_1999,12596,Pushing Tin,1999.0,5,5,3,14,3,0.6,True,"{14: 3, 3: 1, 10: 1}"
1990_1999,9294,Phenomenon,1996.0,16,16,7,14,9,0.562,False,"{41: 2, 14: 9, 12: 1, 23: 1, 4: 1, 26: 1, 1: 1}"
1990_1999,10307,Stigmata,1999.0,15,15,10,14,5,0.333,False,"{13: 1, 1: 1, 6: 2, 40: 1, 17: 1, 7: 1, 14: 5, 27: 1, 24: 1, 21: 1}"
1990_1999,7305,Alive,1993.0,40,40,4,12,36,0.9,True,"{12: 36, 19: 2, 0: 1, 10: 1}"
1990_1999,12106,The Quick and the Dead,1995.0,16,16,8,8,4,0.25,False,"{19: 2, 8: 4, 3: 4, 0: 1, 28: 1, 9: 1, 20: 1, 14: 2}"
1990_1999,8649,Bringing Out the Dead,1999.0,18,18,8,1,9,0.5,False,"{14: 3, 13: 1, 31: 1, 41: 1, 1: 9, 18: 1, 10: 1, 26: 1}"
1990_1999,3587,Bogus,1996.0,9,9,4,35,6,0.667,True,"{40: 1, 35: 6, 20: 1, 24: 1}"
1990_1999,24662,Cats Don't Dance,1997.0,5,5,1,7,5,1.0,True,{7: 5}
1990_1999,32274,Cradle Will Rock,1999.0,20,20,11,20,3,0.15,False,"{8: 1, 1: 2, 20: 3, 14: 3, 13: 2, 10: 1, 6: 2, 27: 2, 36: 2, 41: 1, 11: 1}"
1990_1999,2054,Mr. Holland's Opus,1995.0,16,16,6,13,11,0.688,True,"{13: 11, 33: 1, 27: 1, 40: 1, 19: 1, 0: 1}"
1990_1999,6488,Arachnophobia,1990.0,32,32,3,24,30,0.938,True,"{34: 1, 24: 30, 31: 1}"
1990_1999,8012,Get Shorty,1995.0,16,16,14,22,3,0.188,False,"{41: 1, 8: 1, 4: 1, 39: 1, 1: 1, 40: 1, 36: 1, 20: 1, 22: 3, 31: 1, 7: 1, 13: 1, 26: 1, 14: 1}"
1990_1999,9032,Big Daddy,1999.0,20,20,5,14,15,0.75,True,"{31: 1, 3: 2, 14: 15, 21: 1, 10: 1}"
1990_1999,862,Toy Story,1995.0,13,13,3,20,11,0.846,True,"{20: 11, 31: 1, 14: 1}"
1990_1999,1637,Speed,1994.0,58,58,7,12,52,0.897,True,"{32: 1, 12: 52, 34: 1, 19: 1, 1: 1, 22: 1, 39: 1}"
1990_1999,1669,The Hunt for Red October,1990.0,32,32,9,24,24,0.75,True,"{24: 24, 36: 1, 4: 1, 33: 1, 8: 1, 13: 1, 14: 1, 3: 1, 9: 1}"
1990_1999,2907,The Addams Family,1991.0,19,19,4,1,16,0.842,True,"{1: 16, 37: 1, 31: 1, 7: 1}"
1990_1999,9273,Ace Ventura: When Nature Calls,1995.0,15,15,4,11,12,0.8,True,"{34: 1, 11: 12, 6: 1, 20: 1}"
1990_1999,2925,The First Wives Club,1996.0,24,24,11,33,14,0.583,False,"{30: 1, 33: 14, 41: 1, 31: 1, 0: 1, 36: 1, 14: 1, 17: 1, 13: 1, 16: 1, 27: 1}"
1990_1999,807,Se7en,1995.0,49,49,15,9,31,0.633,True,"{9: 31, 32: 1, 10: 1, 17: 1, 3: 2, 20: 1, 21: 2, 39: 1, 14: 1, 12: 2, 1: 2, 22: 1, 26: 1, 4: 1, 24: 1}"
1990_1999,9535,Analyze This,1999.0,21,21,8,19,14,0.667,True,"{19: 14, 11: 1, 3: 1, 28: 1, 17: 1, 22: 1, 13: 1, 8: 1}"
1990_1999,10333,The Prince of Tides,1991.0,9,9,7,33,3,0.333,False,"{19: 1, 33: 3, 9: 1, 1: 1, 32: 1, 13: 1, 24: 1}"
1990_1999,4476,Legends of the Fall,1994.0,25,25,3,23,23,0.92,True,"{9: 1, 4: 1, 23: 23}"
1990_1999,9598,Babe,1995.0,18,18,4,33,14,0.778,True,"{33: 14, 13: 1, 32: 2, 3: 1}"
1990_1999,9715,Hope Floats,1998.0,15,15,4,1,12,0.8,True,"{12: 1, 1: 12, 33: 1, 28: 1}"
1990_1999,10207,Message in a Bottle,1999.0,19,19,12,20,7,0.368,False,"{20: 7, 3: 2, 41: 1, 19: 1, 6: 1, 7: 1, 10: 1, 16: 1, 1: 1, 9: 1, 12: 1, 27: 1}"
1990_1999,36593,The Naked Gun 33⅓: The Final Insult,1994.0,31,31,5,33,27,0.871,True,"{33: 27, 34: 1, 32: 1, 24: 1, 3: 1}"
1990_1999,9823,Mortal Kombat: Annihilation,1997.0,24,24,3,33,22,0.917,True,"{33: 22, 12: 1, 11: 1}"
1990_1999,9452,Bulworth,1998.0,40,40,10,40,27,0.675,True,"{40: 27, 27: 1, 3: 2, 13: 2, 20: 2, 8: 1, 19: 1, 31: 1, 23: 1, 16: 2}"
1990_1999,53113,One True Thing,1998.0,7,7,4,36,4,0.571,False,"{8: 1, 41: 1, 15: 1, 36: 4}"
1990_1999,9271,Virtuosity,1995.0,11,11,6,3,6,0.545,False,"{31: 1, 3: 6, 11: 1, 27: 1, 14: 1, 2: 1}"
1990_1999,11702,The Replacement Killers,1998.0,13,13,9,6,5,0.385,False,"{6: 5, 12: 1, 20: 1, 35: 1, 18: 1, 24: 1, 14: 1, 3: 1, 16: 1}"
1990_1999,18550,Fled,1996.0,15,15,6,3,9,0.6,True,"{32: 1, 3: 9, 41: 1, 4: 1, 7: 1, 20: 2}"
1990_1999,10350,Wing Commander,1999.0,15,15,6,27,9,0.6,True,"{27: 9, 6: 2, 33: 1, 35: 1, 0: 1, 11: 1}"
1990_1999,28902,In Dreams,1999.0,12,12,7,27,6,0.5,False,"{7: 1, 23: 1, 6: 1, 27: 6, 39: 1, 34: 1, 20: 1}"
1990_1999,9449,The Borrowers,1997.0,15,15,4,11,12,0.8,True,"{31: 1, 11: 12, 6: 1, 24: 1}"
1990_1999,24071,Mumford,1999.0,16,16,8,1,8,0.5,False,"{1: 8, 28: 1, 3: 2, 24: 1, 20: 1, 31: 1, 40: 1, 38: 1}"
1990_1999,812,Aladdin,1992.0,24,24,4,38,21,0.875,True,"{38: 21, 8: 1, 34: 1, 13: 1}"
1990_1999,14444,The Rugrats Movie,1998.0,13,13,7,33,7,0.538,False,"{40: 1, 5: 1, 33: 7, 24: 1, 13: 1, 20: 1, 21: 1}"
1990_1999,8831,Timecop,1994.0,15,15,6,23,10,0.667,True,"{8: 1, 23: 10, 40: 1, 26: 1, 22: 1, 3: 1}"
1990_1999,10439,Hocus Pocus,1993.0,32,32,5,33,27,0.844,True,"{33: 27, 13: 2, 7: 1, 34: 1, 21: 1}"
1990_1999,11780,Rob Roy,1995.0,24,24,9,11,16,0.667,True,"{11: 16, 19: 1, 16: 1, 30: 1, 41: 1, 32: 1, 25: 1, 0: 1, 6: 1}"
1990_1999,15198,"Mystery, Alaska",1999.0,27,27,6,8,22,0.815,True,"{3: 1, 8: 22, 13: 1, 14: 1, 20: 1, 23: 1}"
