actor,degree
Michael Tayles,39
Steven Shayler,39
Jason Gaffney,39
Jerry Wasserman,39
Michael Sicoly,39
Diana Barrington,39
Jan D'Arcy,39
Seth Arnett,39
Aurelio Dinunzio,39
Fiona Roeske,39
Tony Morelli,39
Pat Romano,39
Roberts Blossom,45
Olivia Burnette,30
Fay Masterson,15
Woody Strode,15
Cynthia Roman,17
Sonja Sohn,20
Larry Fessenden,17
Martin Scorsese,17
Michael Kenneth Williams,17
Craig muMs Grant,17
Ute Lemper,8
Nancy Travis,8
Denis Mercier,8
Sheryl Lee Ralph,8
Barbara Hamilton,8
Scott Bakula,43
Jasmine Guy,4
Natalie Cole,4
Ashley Peldon,4
Lindsay Ridgeway,4
John Turturro,201
Emily Watson,45
Audra McDonald,33
Jamey Sheridan,34
Bob Balaban,87
Kyle Gass,43
Adele Robbins,58
Jay Thomas,15
Olympia Dukakis,15
Alicia Witt,63
Nicholas John Renner,15
Joseph Anderson,15
Anthony Natale,15
Jean Louisa Kelly,15
Terrence Howard,33
Damon Whitaker,38
Joanna Gleason,107
Beth Maitland,15
Joshua Minnick,15
Harley Jane Kozak,31
Marlene Katz,31
Julian Sands,75
Brian McNamara,31
Henry Jones,31
Kathy Kinney,31
Mary Carver,31
James Handy,31
Jane Marla Robbins,31
Theo Schwartz,31
Cori Wellins,31
Chance Boyer,31
Brandy Norwood,41
Nathaniel Spitzley,31
Mark L. Taylor,31
Lois de Banzie,31
Warren Rice,31
Robert Frank Telfer,31
Michael Steve Jones,31
Jay Scorpio,31
Fiona Walsh,31
Terese Del Piero,31
Mai-Lis Kuniholm,31
Juan Fernández,31
Renee Props,15
Jacob Vargas,38
Bobby Slayton,82
Adam Sandler,113
Joey Lauren Adams,59
Jon Stewart,62
Allen Covert,44
Peter Dante,29
Joseph Bologna,19
Jonathan Loughran,29
Tim Herlihy,19
Edmund Lyndeck,19
Larkin Malloy,19
Deborah S. Craig,19
Jared Sandler,19
Jackie Sandler,33
Erik von Detten,12
Hawthorne James,104
Natsuko Ohama,57
Daniel Villarreal,57
Simone Gad,57
Loretta Jean,57
Sherri Villanueva,57
Margaret Medina,57
Robert Mailhouse,57
Patrick John Hurley,95
Susan Barnes,57
Rick Dano,57
Michael Sottile,57
Jane Crawley,57
Anne O'Sullivan,57
Beau Starr,193
James DuMont,57
Antonio Mora,57
Patty Toy,57
Todd Gordon,57
Mark Kriski,57
Dagny Hultgreen,57
Joseph Carberry,57
Sandy Martin,57
Neisha Folkes-LeMelle,57
Jim Mapp,57
Milton Quon,57
Sonia Jackson,57
Carmen Williams,57
Paula Montes,57
Loyda Ramos,57
Julia Vera,87
Marylou Lim,57
Brian K. Grant,57
Barry Kramer,57
Robin McKee,57
Paige Goodman,57
Christina Fitzgerald,57
Tara Thomas,57
Cece Tsou,57
Michael N. Fujimoto,57
Richard Gelb,57
Joss Ackland,93
Richard Jordan,51
Courtney B. Vance,36
Larry Ferguson,30
Daniel Davis,30
Ronald Guttman,30
Mark Draxton,30
Tom Fisher,30
Pete Antico,30
Ivan G'Vera,30
Kenton Kovell,30
Anjelica Huston,72
Elizabeth Wilson,18
Judith Malina,18
Paul Benedict,33
Christopher Hart,42
John Franklin,18
Tony Azito,18
Mercedes McNab,18
Douglas Brian Martin,18
Steven M. Martin,18
Maureen Sue Levin,18
Darlene Levin,18
Ian McNeice,14
Maynard Eziashi,14
Tommy Davidson,25
Danny D. Daniels,14
Sam Motoana Phillips,14
Damon Standifer,14
Andrew Steel,14
Bruce Spence,31
Tom Grunke,14
Arsenio 'Sonny' Trinidad,14
Eileen Heckart,23
Jennifer Dundas,23
Stephen Collins,34
James Naughton,23
Ari Greenberg,23
Ivana Trump,23
Timothy Olyphant,113
Michele Brilliant,23
Adria Tennor,23
Juliehera DeStefano,23
Julie Araskog,48
Reg E. Cathey,136
Peter Crombie,48
Richard Portnow,155
Daniel Zacapa,48
Alfonso Freeman,88
Andrew Kevin Walker,48
Pamala Tyson,48
Emily Wagner,48
William Davidson,48
Bob Collins,48
Dominique Jennings,86
Allan Kolman,48
Gene Borkan,165
Mario Di Donato,48
Harrison White,48
Michael Reid MacKay,48
Martin Serene,48
David Correia,48
Lexie Bigham,60
Paul Eckstein,48
Brian Evers,48
James Deeth,75
Arthur Max,48
Billy Crystal,69
Lisa Kudrow,33
Molly Shannon,78
Kyle Sabihy,20
Frank Pietrangolare,20
Leo Rossi,20
Donna Marie Recco,69
Kresh Novakovic,20
Bart Tangredi,20
Michael Straka,20
Richard S. Castellano,20
Bill Macy,20
Jimmie Ray Weeks,20
George Carlin,64
Jason Gould,8
Nancy Moore Atchison,8
Henry Thomas,24
Karina Lombard,24
John Novak,24
Robert Wisden,24
David Kaye,24
Tantoo Cardinal,90
Paul Desmond,24
Christina Pickles,24
Kenneth Welsh,38
Bill Dow,38
Sam Sarkar,24
Nigel Bennett,24
Keegan MacIntosh,24
Eric Johnson,24
Randall Slavin,24
Doug Hughes,24
Sekwan Auger,24
Christine Harder,24
Charles Andre,24
Weston McMillan,24
Christine Cavanaugh,29
Miriam Flynn,17
Evelyn Krape,17
Michael Edward-Stevens,17
Charles Bartlett,17
Paul Livingston,17
Zoe Burton,17
Wade Hayward,17
Brittany Byrnes,17
Mary Acres,17
Gena Rowlands,22
Michael Paré,33
Kathy Najimy,87
Cameron Finley,37
Mona Lee Fultz,37
Sydney Berry,14
Rachel Snow,14
Christina Stojanovich,14
Alissa Alban,14
Dee Hennigan,14
Bethel Leslie,18
Tom Aldredge,77
Rosemary Murphy,18
Steven Eckholdt,18
Susan Brightbill,18
Jennifer Lamb,58
Leslie Nielsen,78
O.J. Simpson,42
Doris Belack,29
Andre Rosey Brown,29
Pia Zadora,29
Ellen Greene,29
Raye Birk,29
Wylie Small,29
Randall 'Tex' Cobb,47
Ann B. Davis,29
Vanna White,29
"""Weird Al"" Yankovic",65
Mary Lou Retton,29
David Zucker,42
Florence Henderson,29
Elisa Gabrielli,29
Shannen Doherty,46
Morgan Fairchild,29
Elliott Gould,89
Mariel Hemingway,49
Raquel Welch,37
Robin Shou,30
Talisa Soto,79
Sandra Hess,23
Lynn 'Red' Williams,23
Reiner Schöne,23
Irina Pantaeva,23
Deron McBee,23
Marjean Holden,23
Chris Conrad,35
John Medlen,23
J.J. Perry,23
Tyrone C. Wiggins,23
Dennis Keiffer,23
Ridley Tsui,23
Keith Cooke,30
Lance LeGault,23
Ed Boon,30
Adilah Barnes,39
Sarah Silverman,57
Jack Warden,148
Jermaine Williams,39
Kimberly Deauna Adams,39
Vinny Argiro,106
Kirk Baltz,109
Amiri Baraka,39
Thomas Jefferson Byrd,70
Scott Michael Campbell,39
Jann Carl,39
Florence Stanley,39
Helen Martin,56
Deborah Moore,39
Deborah Lacey,39
Marion Jackson,39
Brian Hooks,39
Randee Heller,39
Myra J.,39
Tom Everett Scott,44
Lauren Graham,6
Julianne Nicholson,6
Jeffrey Scaperrotta,6
Kelly Lynch,10
Louise Fletcher,29
Miguel Nájera,10
Miracle Vincent,10
Kaley Cuoco,10
Til Schweiger,12
Clifton Collins Jr,35
Stephen Baldwin,31
Robert John Burke,90
Robert Hooks,14
David Dukes,27
Ken Jenkins,14
Michael Nader,14
Brittney Powell,26
Steve Carlisle,55
J. Don Ferguson,14
Kathy Payne,14
Freddie Prinze Jr.,60
Ginny Holder,14
John McGlynn,14
Richard Dillane,14
Mark Powley,14
David Fahm,14
Simon MacCorkindale,14
Prudence Wright Holmes,43
Dennis Boutsikaris,11
Wally Dunn,11
Lonnie Farmer,11
Pamela Payton-Wright,11
Bradley Pierce,14
Mark Williams,14
Ruby Wax,14
Doon Mackichan,14
Alex Winter,46
Raymond Pickard,14
Flora Newbigin,14
Aden Gillett,14
David Freeman,14
Patrick Monckton,14
Hope Davis,82
Zooey Deschanel,15
Jane Adams,47
Elisabeth Moss,43
Robert Stack,27
Jason Ritter,15
Scott Weinger,23
Linda Larkin,23
Jonathan Freeman,23
Douglas Seale,23
Charlie Adler,23
Philip L. Clarke,23
Jerry Houser,23
Debi Derryberry,23
Vera Lockwood,23
Bruce Adler,23
Brad Kane,23
Hal Smith,23
David Spade,73
Kath Soucie,12
Cheryl Chase,12
Jack Riley,105
Busta Rhymes,12
Michael Bell,12
Iggy Pop,87
Mia Sara,14
Ron Silver,33
Gloria Reuben,14
Scott Bellis,14
Jason Schombing,63
Brent Woolsey,14
Brad Loree,14
Shane Kelly,14
Richard Faraci,14
Kevin McNulty,14
Omri Katz,31
Jodie Rivera,31
Larry Bagby,31
Tobias Jelinek,31
Stephanie Faracy,31
Charles Rocket,165
Doug Jones,106
Karyn Malchus,31
Sean Murray,31
Steve Voboril,31
Norbert Weisser,70
D.A. Pauley,31
Ezra Sutton,31
Leigh Hamilton,31
Devon Reeves,31
Joseph Malone,31
Jordan Redmond,31
Frank Del Boccio,31
Jeff Neubauer,31
Teda Bracci,31
Peggy Holmes,31
Penny Marshall,31
Tim Roth,219
Andrew Keir,23
Shirley Henderson,87
Gilbert Martin,23
Vicki Masson,23
Gilly Gilchrist,23
David Brooks Palmer,23
Myra McFadyen,23
Karen Matheson,23
Bill Gardiner,23
Brian McArthur,23
Valentine Nwanze,23
Richard Bonehill,23
Allan Sutherland,23
Ryan Northcott,26
Michael Buie,26
Kevin Durand,26
Jason Gray-Stanford,26
Brent Stait,26
Adam Beach,36
Cameron Bancroft,26
Rachel Wilson,26
Beth Littleford,26
Megyn Price,26
Stephen Hair,26
Terry David Mulligan,40
Betty Linde,26
Matt Clarke,26
Karen Gartner,26
Kathleen Turner,98
Mara Wilson,31
Deborah Odell,8
Francis Capra,8
Ruby Dee,8
Amanda Plummer,104
Teri Garr,100
Tenzin Thuthob Tsarong,4
Tencho Gyalpo,4
Tsewang Migyur Khangsar,4
Gyurme Tethong,4
Robert Lin,4
Leonard Nimoy,29
DeForest Kelley,29
Nichelle Nichols,23
Kim Cattrall,63
Rosanna DeSoto,23
Brock Peters,23
Iman,31
Mark Lenard,23
Grace Lee Whitney,23
Leon Russom,63
John Schuck,40
Paul Rossilli,23
Robert Easton,23
Darryl Henriques,52
Jeremy Piven,87
William Converse-Roberts,28
Tatyana Ali,30
Mena Suvari,144
Rick Warner,17
David Lewis,16
Tim Dixon,40
Natassia Malthe,16
Mariska Hargitay,29
Meredith Salenger,16
Richard Leacock,16
Jake T. Roberts,16
Ty Olsson,16
Adam Arkin,16
Steve Miner,16
Rufus Sewell,63
Jennifer Connelly,17
Richard O'Brien,77
Ian Richardson,17
Colin Friels,17
Mitchell Butel,17
Melissa George,30
Frank Gallacher,17
Ritchie Singer,17
Justin Monjo,17
Nicholas Bell,17
Satya Gumbert,17
Noah Gumbert,17
Frederick Miragliotta,17
Jena Karam,15
Julianna Margulies,15
Casey McAuliffe,15
Dwight Yoakam,31
Regina Mae Matthews,15
Becket Gremmels,15
Lew Temple,15
Glynn Williams,15
Charles 'Chip' Bray,15
Ken Farmer,15
Barry Miller,4
Joseph Fiennes,30
Imelda Staunton,39
Steven Beard,46
Jim Carter,31
Martin Clunes,14
Joe Roberts,14
Pamela Reed,84
Richard Tyson,129
Joseph Cousins,84
Christian Cousins,84
Park Overall,92
Tom Kurlander,84
Betty Lou Henson,84
Tom Dugan,84
Catherine Reitman,84
Adam Wylie,84
Odette Annable,84
Bob Nelson,84
Molly Cleator,84
Eugene Elman,84
Susan Burns,84
Jason Stuart,84
Ray Glanzmann,124
Ed Crick,84
Steve Park,84
John Steinkamp,84
Charlie Holliday,151
Lee Forest,84
Judy Wix,84
Galen Yuen,84
Frankie Avina,84
Terry Golden,84
Lee Dupree,84
Debra Casey,84
Peter Mark Vasquez,84
Jacques Apollo Bolton,84
Kenneth Chapman,84
Rick Jones,84
Mimi J. Kauffman,84
Tiffany Reaves,84
Jason Reitman,84
Anne Merrem,84
Arlene J. Phalon,84
Justin Page,84
Peter Rakow,84
Sarah Rose Karr,84
Marissa Rosen,84
Ben McCreary,84
Robert Cave,84
Ben Diskin,84
Tameka Runnels,84
Medha Garg,84
Brian Wagner,133
John Christian Graas,84
Jimmy Darrin Jackson III,84
Ian Baumer,84
Amy Wald,84
Tiffany Mataras,84
Krystle Mataras,84
James Chance,84
Nicole Nagorsky,84
Ross Malinger,84
Amber Reaves,84
Tina Hart,84
Haley Hileman,84
Bethany Allyn,84
Zachary Marsh,84
Anthony Wong,84
Remone Bradley,84
Jaime Lucero Jr.,84
William Rossman,140
Rob Wegner,84
Kim Delgado,84
Megan Dodds,24
Melanie Lynskey,80
Timothy West,24
Judy Parfitt,24
Patrick Godfrey,56
Toby Jones,24
Lee Ingleby,24
Kate Lansbury,24
Matyelok Gibbs,24
Jeanne Moreau,24
Peter Gunn,24
Andy Henderson,24
Elizabeth Earl,24
Alex Pooley,24
Janet Henfrey,54
Ursula Jones,24
Rupam Maxwell,24
William Baldwin,18
Joshua Rudoy,18
Benjamin Mouton,18
Aeryk Egan,32
Kesha Reed,18
John Duda,18
Megan Stewart,18
Tressa Thomas,18
Sanna Vraa,18
Marilyn Dodds Frank,18
Christopher Lambert,30
Mario Van Peebles,7
Martin Neufeld,7
Daniel Do,7
Michael Jayston,7
Louis Bertignac,7
Robyn Peterson,7
Gil Bellows,49
David Conrad,8
Anthony Brophy,8
Taryn Davis,8
Paul Hogan,6
Jonathan Banks,19
Jason Fuchs,6
Robert Deacon,57
Luke Halpin,6
Chelsea Field,21
Polly Holliday,23
Matthew Lawrence,23
Sydney Walker,23
Terence McGovern,23
Karen Kahn,44
Eva Gholson,23
Ralph Peduto,23
Scott Beach,23
Juliette Marshall,23
Drew Letchworth,23
Jessica Myerson,23
Sharon Lockwood,23
Jim Cullen,23
Whitney Houston,25
Michele Lamar Richards,25
Gary Kemp,35
Christopher Birt,25
Gerry Bamman,91
Joe Urla,25
Robert Wuhl,25
Danny Kamin,25
Nathaniel Parker,25
Bert Remsen,25
Stephen Shellen,25
Chris Connelly,25
Patricia Healy,25
Blumen Young,25
Linda Thompson,25
Towanna King,25
David Foster,25
Jonathan Sagall,28
Malgorzata Gebel,28
Shmuel Levy,28
Mark Ivanir,28
Béatrice Macola,28
Andrzej Seweryn,28
Friedrich von Thun,28
Krzysztof Luft,28
Harry Nehring,28
Adi Nitzan,28
Michael Schneider,28
Miri Fabian,28
Anna Mucha,28
Albert Misak,28
Aldona Grochal,28
Jacek Wójcicki,28
Beata Paluch,28
Piotr Polk,28
Ezra Dagan,28
Uri Avrahami,28
Elina Löwensohn,47
Magdalena Komornicka,28
Michael Gordon,28
Paige Turco,90
Michelan Sisti,65
Leif Tilden,65
Kenn Scott,65
Mark Caso,90
Kevin Clash,104
"Ernie Reyes, Jr.",65
François Chau,65
Toshishiro Obata,78
Raymond Serra,112
Mark Ginther,65
Kurt Bryant,65
Kevin Nash,65
Joseph Amodei,65
Susie Essman,65
Vanilla Ice,65
Robbie Rist,90
Laurie Faso,65
Adam Carl,65
Michael McConnohie,65
Nick DeMarinis,65
Kelli Rabke,65
Lee Spencer,65
Gianpaolo Bonaca,65
Mark Doerr,65
John E. Brady,65
Jon Thompson,65
Bill Luhrs,65
Michael Pressman,65
Rick Colella,65
Sasha Pressman,65
Shiek Mahmud-Bey,65
Lisa Chess,65
Earthquake,65
Mark Grinage,65
John Henry Huffman IV,65
Everett Fitzgerald,65
Gregory Salata,65
Mak Wilson,65
Raul S. Brewster,65
Keith Coulouris,65
Chris Cox,65
Richard Divizio,65
Dale Frye,65
Danny E. Glover,65
Kent Ezzell,65
Ronald W. Herndon Jr.,65
Johnny Holbrook,65
Charles R. Knowles,65
Kenny Morrison,65
Charles Page,65
Daniel Pesina,65
Terry D. Rich,65
Scott A. Surgenor,65
Jeffrey P. Thompson,65
Michael G. Norris,65
Steven M. Simma,65
Char He Downing,65
Sam Elliott,101
Jason Priestley,72
Dana Delany,49
Lisa Collins,41
Dana Wheeler-Nicholson,41
Joanna Pacula,58
Pat Brady,41
Paul Ben-Victor,140
John Philbin,41
Wyatt Earp,41
Bo Greigh,41
Forrie J. Smith,41
Peter Sherayko,41
Charles Schneider,41
Gary Clarke,41
Stephen C. Foster,41
Grant James,41
Cecil Hoffman,41
Sanford Gibbons,41
Christopher Mitchum,41
Michelle Beauchamp,41
Frank Sivero,149
Chuck Low,136
Frank DiLeo,136
Henny Youngman,136
Gina Mastrogiacomo,153
Suzanne Shepherd,168
Welker White,150
Jerry Vale,136
Julie Garfield,136
Christopher Serrone,136
Elaine Kagan,136
Kevin Corrigan,220
Robbie Vinton,136
Johnny Williams,151
Tony Conforti,136
Tony Sirico,312
Joe D'Onofrio,136
Steve Forleo,136
Richard Dioguardi,136
Katherine Wallach,136
Mark Evan Jacobs,136
Angela Pietropinto,136
Marianne Leone Cooper,136
Marie Michaels,136
LoNardo,136
Susan Varon,136
Elizabeth Whitcraft,136
Fran McGee,136
Edward McDonald,136
Edward Hayes,136
Daniela Barbosa,136
Gina Mattia,136
Joel Calendrillo,136
Anthony Valentin,136
Edward D. Murphy,136
Michael Citriniti,136
Peter Hock,136
Erasmus C. Alfano,136
John Di Benedetto,193
Manny Alfaro,136
Thomas Lowry,136
Margaret Smith,149
Richard Mullally,136
Frank Albanese,136
Paul McIsaac,136
Bob Golub,136
Louis Eppolito,136
Tony Lip,136
Mikey Black,136
Peter Cicale,136
Anthony Powers,136
Anthony Alessandro,136
Victor Colicchio,136
Mike Contessa,136
Paul Mougey,136
Norman Barbera,136
Anthony Polemeni,136
James Quattrochi,136
Dino Laudicina,136
Thomas E. Camuti,136
Andrew Scudiero,136
Irving Welzer,136
Jesse Kirtzman,136
Russell Halley,136
Spencer Bradley,136
Bob Altman,136
Joanna Bennett,166
Gayle Lewis,136
Gaetano Lisi,136
Luke Walter,136
Ed Deacy,136
Larry Silvestri,136
Vito Picone,136
Janis Corsair,136
Lisa Dapolito,136
Frank Aquilino,136
Michael Calandrino,136
Vincent Gallo,176
Gaetano LoGiudice,136
Garry Pastore,136
Nicole Burdette,136
Stella Keitel,136
Dominique DeVito,136
Michaelangelo Graziano,136
Paula Kcira,136
Nadine Kay,136
Tony Ellis,136
Peter Onorati,142
Jamie De Roy,136
Joel Blake,136
H. Clay Dear,136
Thomas Hewson,136
Gene Canfield,151
Margaux Guerard,136
Violet Gaynor,136
Nancy Cassaro,136
Adam Wandt,136
Joe Gioco,136
Isiah Whitlock Jr.,251
Alyson Jones,136
Ruby Gaynor,136
Bo Dietl,136
Frank Cassini,136
Anthony Caso,136
Lisa Bostnar,136
Rebecca Gayheart,119
Steve Oedekerk,8
Heather Locklear,4
Elise Neal,81
Christopher Eccleston,33
Fanny Ardant,17
Eric Cantona,17
Kathy Burke,17
James Frain,29
Kelly Macdonald,53
Kenny Doughty,17
Daniel Craig,17
Alfie Allen,17
Jamie Foreman,17
Ed Gale,50
Nick Stabile,18
John Ritter,34
Alexis Arquette,93
Gordon Michael Woolvett,18
Lawrence Dane,18
Michael Louis Johnson,18
James Gallanders,18
Janet Kidder,18
Vince Corazza,43
Park Bench,18
Emily Weedon,18
Ben Bass,18
Roger McKeen,18
Sandi Stahlbrand,18
Victoria Beckham,36
Melanie Brown,36
Emma Bunton,36
Melanie Chisholm,36
Geri Halliwell,36
Kevin Allen,58
Devon Anderson,36
Michael Barrymore,36
Simon Chandler,66
Elvis Costello,36
Bob Geldof,36
Elton John,36
Roger Moore,36
Richard Briers,72
Barry Humphries,36
Naoko Mori,79
Steven O'Donnell,36
Bill Paterson,52
Jonathan Ross,36
Claire Rushbrook,36
Jennifer Saunders,36
Simon Shepherd,36
Denise Stephenson,36
Perdita Weeks,63
George Wendt,47
Larry Brandenburg,51
Neil Giuntoli,41
Jude Ciccolella,59
Paul McCrane,41
Renee Blaine,41
Scott Mann,41
John Horton,41
Gordon Greene,63
Gary Lee Davis,41
Dorothy Silver,41
Dion Anderson,41
Robert Haley,41
John R. Woodward,41
Rohn Thomas,41
Ken Magee,41
James Babson,41
Fred Culbertson,41
Alonzo F. Jones,41
Actor Sergio Kato,59
Philip Ettington,94
Neil Summers,41
Vanessa Angel,32
Chris Elliott,72
Nancy Frey-Jarecki,32
Lin Shaye,203
Zen Gesner,105
Rob Moran,117
Daniel Greene,32
Will Rothhaar,32
Mark Charpentier,105
Brad Faxon,32
Linda Carola,32
Danny Murphy,32
David Shackelford,32
Rick Barker,32
Gretchen Treser,32
Suzan Hughes,32
Michael Corrente,32
Hank Brandt,105
Libby Langdon,43
Liza Oxnard,32
Lorri Bagley,32
Steve Tyler,45
Nancy Farrelly,105
Cynthia Farrelly Gesner,32
Ray Allen,28
Rosario Dawson,53
Hill Harper,91
Jill Kelly,49
Chasey Lain,66
Ned Beatty,33
Robin Roberts,28
Scottie Pippen,28
Reggie Miller,28
Shaquille O'Neal,56
Bill Walton,28
Dick Vitale,28
Bobby Cremins,28
Rick Pitino,28
Jim Boeheim,28
George Karl,28
Clem Haskins,28
Denny Crum,28
Nolan Richardson,28
Roy Williams,28
John Chaney,28
John Thompson,28
Lute Olson,28
Dean Smith,28
Géraldine Pailhas,12
Bob Dishy,12
Stephen Singer,12
Jo Champa,12
Marita Geraghty,41
Tresa Hughes,12
Geneviève Bujold,32
Bebe Neuwirth,88
Corey Carrier,8
David Doyle,8
Dawn French,8
Jean-Hugues Anglade,47
Dan Moran,37
Donald Burda,37
Stefanos Miltsakakis,37
David Hemblen,50
Rob Kaman,37
Herb Lovelle,37
Albert Schultz,37
Branko Racki,37
Kamel Krifa,37
Brian Jagersky,37
Irene Pauzer,37
Carlo Rota,51
Joe Pingue,37
Hugh Thompson,37
Gloria Slade,37
Ed Sahely,37
Dan Duran,37
Raymond Accolas,37
Kedar Brown,37
Claire Cellucci,37
John Bayliss,37
Henry Gomez,37
John Nelles,37
Kevin Rushton,86
Sharon Bernbaum,37
David Christoffel,37
James Millington,37
Edward A. Queffelec,37
Ron Van Hart,37
Brian Kaulback,37
Joe Breen,26
Michael Legge,26
Ciaran Owens,26
J.J. Murphy,26
Johnny  Murphy,26
Ronnie Masterson,26
Pauline McLynn,26
Eanna MacLiam,26
Shane Murray-Corcoran,26
Devon Murray,26
Peter Halpin,26
Frank Laverty,26
James Mahon,26
Laurence Kinlan,26
Des McAleer,26
Brendan McNamara,26
Maria McDermottroe,26
Eamonn Owens,26
Phelim Drew,26
Brendan O'Carroll,26
Danny O'Carroll,26
Alan Parker,26
Stephen Marcus,52
Stuart Graham,35
Michael Dwyer,21
Tom Murphy,21
Mike Dwyer,21
Owen Roe,21
Aidan Kelly,51
Gary Whelan,21
Ian McElhinney,49
Tom Berenger,35
Andrew Prine,21
Patrick Gorman,21
Bo Brinkman,21
Kieran Mulroney,21
James Patrick Stuart,21
Tim Ruddy,21
Royce D. Applegate,21
Ivan Kane,34
Warren Burton,21
MacIntyre Dixon,21
Joseph Fuqua,21
Timothy Scott,21
George Lazenby,21
William Morgan Sheppard,21
Kate Beckinsale,61
Daniel Lapaine,46
Aimee Graham,75
John Doe,166
Lim Kay Tong,13
Beulah Quo,13
Maya Goodwin,13
Chad Todhunter,13
Paul Walker,55
Shirley MacLaine,11
Ricki Lake,77
Jane Krakowski,27
Susan Haskell,11
Cathryn de Prume,11
Kate Hennig,11
Victor A. Young,11
Brian Bosworth,15
Arabella Holzbog,15
Sam McMurray,33
David Tress,15
Evan James,15
Tony Pierce,71
Billy Million,15
Demetre Phillips,15
Magic Schwarz,15
Laura Albert,15
Ice-T,75
Naomi Watts,75
Jeff Kober,75
Scott Coffey,75
Stacy Linn Ramsower,75
Brian Wimmer,75
Dawn Robinson,75
Billy L. Sullivan,75
Charles Lucia,75
Harlan Clark,75
Ata Scanlan,75
Alvarez Wortham,75
Roz Witt,75
Brixton Karnes,75
Will 'Nahkohe' Strickland,75
Charles Robert Harden,75
Tom Noga,75
BoJesse Christopher,75
John David Bland,75
Jo Farkas,75
Stanton Davis,75
Jillian Balch,75
Kane Picoy,75
Troy Startoni,75
Beth DePatie,75
Clayton Landey,75
Roger Bohman,75
Frank Walton,75
Richard Scott Sarafian,75
Aaron Kuhr,75
Kelly Cousineau,75
Chief Gordon,75
Kelly Kerby,75
Jim Sullivan,75
William A. Doyle,75
Robert 'Rock' Galotti,75
Peer Ebbighausen,75
Carla Garrido,75
Heather Hendricks,75
Carolyn Kusian,75
Letha M. Lamb,75
Larissa Lanoue,75
Holly Manville,75
Corey William May,75
Kristianne Reed,75
Lynette Ruiz,75
Ryoko Sawaishi,75
Wes Veldink,75
Dee Dee Weathers,167
Anacia Weiskittel,75
Nikki Whitfield,75
Kimberly Wolfe,75
Daniele André,75
Anthony Auriemma,75
David Horn,75
Robert 'Roby' Hutchinson,75
Keith Jefferson,75
Dave Lawrence,75
Brian Patterson,75
Cynthia Shope,75
Billy Burke,11
Gabriel Olds,11
William Mapother,11
Amy Jo Johnson,11
Katharine Towne,68
David Arquette,115
Neve Campbell,176
Courteney Cox,103
Lewis Arquette,89
Joshua Jackson,141
Tori Spelling,74
Omar Epps,105
Paulette Patterson,74
Rasila Schroeder,74
Peter Deming,74
Molly Gross,74
Rebecca McFarland,74
Kevin Williamson,74
Sandy Heddings,74
Dave Allen Clark,74
Joe Washington,74
Angie Dillard,74
John Patrick,74
Craig Shoemaker,74
Walter Franks,74
Nina Petronzio,74
Stephanie Belt,74
Richard Bruce Doughty,74
Cornelia Kiss,74
Philip Pavel,74
Tim Hillman,74
Nancy O'Dell,74
Greg Meiss,74
Adam Shankman,74
Carmen M. Chavez,74
Erik Hyler,144
Sebastian La Cause,164
Lance MacDonald,231
Laurie Sposit,74
Ryan Lee Swanson,74
Jack Baun,74
Christopher Doyle,74
Jason Horgan,74
Daniel K. Arredondo,74
John Embry,126
Jennifer Weston,74
Shelly Benedict,74
Franco Castan,74
Carrie Collins,74
Wes Craven,125
Tom Hand,74
Teretha G. Houston,74
Gwenne Hudson,74
Rodney L. James,74
Lynn McRee,74
Deadra Moore,74
Corey Mendell Parker,74
Jason Trost,74
Sarah Christine Smith,74
Lara Harris,24
Paul Lombardi,24
Lisa Blades,24
Adam Bryant,24
Ted Ross,24
Warren Olney,24
Frazer Smith,24
Melinda Culea,24
James Remini,24
Mark Bowden,24
Dan Futterman,61
Jayce Bartok,24
Bradley Gregg,24
Jennifer Love Hewitt,39
Mekhi Phifer,23
Matthew Settle,10
Jennifer Esposito,28
Jeffrey Combs,37
Brittany Murphy,59
Travis Fine,16
Angela Bettis,16
Jillian Armenante,16
Drucie McDaniel,16
Christina Myers,16
Misha Collins,16
Steve Whitmire,53
Dave Goelz,70
Bill Barretta,53
Jerry Nelson,53
Josh Charles,17
Katie Holmes,62
Gary Owens,17
Jack Carter,23
Dana Lee,57
Mike Tyson,23
Natasha Gregson Wagner,57
Drew Carey,33
Tony Curtis,23
Gennifer Flowers,23
Linnea Quigley,23
Rod Stewart,23
Henry G. Sanders,23
Steve Van Wormer,32
Vincent Price,38
Anthony Quayle,11
Joan Sims,11
Paul Matthews,11
Donald Pleasence,27
Hilary Pritchard,11
Jennifer Beals,34
Henry Winkler,32
Jerry Reed,14
Lawrence Gilliard Jr.,28
Blake Clark,14
Al Whiting,14
Dan Patrick,14
Vic Manni,31
Frank John Hughes,31
Mike Kirton,31
Emmanuel Xuereb,31
Ralph Gonzalez,31
John Salley,31
Karen Alexander,31
Heather Davis,31
Buddy Bolton,31
Tiffany Samuels,31
Cory Hodges,31
Scott Cumberbatch,31
Fawn Reed,31
Joey Romano,31
Sam Ayers,31
Robert Goulet,17
Richard Griffiths,17
Jacqueline Brookes,17
Anthony James,49
Lloyd Bochner,17
Tim O'Connor,17
Peter Mark Richman,17
Ed Williams,17
Peter Van Norden,17
Gail Neely,17
Mel Tormé,17
Zsa Zsa Gábor,17
Hart Bochner,12
Eileen Ryan,12
Faran Tahir,12
Gwen Verdon,17
Kelly Ripa,17
